Mo_chr1	1	100000	0.733
Mo_chr1	100001	200000	0.255
Mo_chr1	200001	300000	0.935
Mo_chr1	300001	400000	1.000
Mo_chr1	400001	500000	1.000
Mo_chr1	500001	600000	0.964
Mo_chr1	600001	700000	0.943
Mo_chr1	700001	800000	1.000
Mo_chr1	800001	900000	0.943
Mo_chr1	900001	1000000	0.928
Mo_chr1	1000001	1100000	1.000
Mo_chr1	1100001	1200000	0.915
Mo_chr1	1200001	1300000	0.930
Mo_chr1	1300001	1400000	0.957
Mo_chr1	1400001	1500000	0.943
Mo_chr1	1500001	1600000	0.943
Mo_chr1	1600001	1700000	0.943
Mo_chr1	1700001	1800000	0.972
Mo_chr1	1800001	1900000	0.971
Mo_chr1	1900001	2000000	1.000
Mo_chr1	2000001	2100000	0.943
Mo_chr1	2100001	2200000	1.000
Mo_chr1	2200001	2300000	0.375
Mo_chr1	2300001	2400000	0.103
Mo_chr1	2400001	2500000	0.102
Mo_chr1	2500001	2600000	0.158
Mo_chr1	2600001	2700000	0.095
Mo_chr1	2700001	2800000	0.097
Mo_chr1	2800001	2900000	0.039
Mo_chr1	2900001	3000000	0.061
Mo_chr1	3000001	3100000	0.060
Mo_chr1	3100001	3200000	0.143
Mo_chr1	3200001	3300000	0.124
Mo_chr1	3300001	3400000	0.241
Mo_chr1	3400001	3500000	0.126
Mo_chr1	3500001	3600000	0.177
Mo_chr1	3600001	3700000	0.036
Mo_chr1	3700001	3800000	0.071
Mo_chr1	3800001	3900000	0.063
Mo_chr1	3900001	4000000	0.113
Mo_chr1	4000001	4100000	0.110
Mo_chr1	4100001	4200000	0.052
Mo_chr1	4200001	4300000	0.051
Mo_chr1	4300001	4400000	0.088
Mo_chr1	4400001	4500000	0.057
Mo_chr1	4500001	4600000	0.101
Mo_chr1	4600001	4700000	0.115
Mo_chr1	4700001	4800000	0.072
Mo_chr1	4800001	4900000	0.107
Mo_chr1	4900001	5000000	0.131
Mo_chr1	5000001	5100000	0.088
Mo_chr1	5100001	5200000	0.073
Mo_chr1	5200001	5300000	0.056
Mo_chr1	5300001	5400000	0.050
Mo_chr1	5400001	5500000	0.068
Mo_chr1	5500001	5600000	0.055
Mo_chr1	5600001	5700000	0.068
Mo_chr1	5700001	5800000	0.092
Mo_chr1	5800001	5900000	0.140
Mo_chr1	5900001	6000000	0.076
Mo_chr1	6000001	6100000	0.046
Mo_chr1	6100001	6200000	0.048
Mo_chr1	6200001	6300000	0.078
Mo_chr1	6300001	6400000	0.067
Mo_chr1	6400001	6500000	0.091
Mo_chr1	6500001	6600000	0.072
Mo_chr1	6600001	6700000	0.075
Mo_chr1	6700001	6800000	0.069
Mo_chr1	6800001	6900000	0.079
Mo_chr1	6900001	7000000	0.059
Mo_chr1	7000001	7100000	0.044
Mo_chr1	7100001	7200000	0.079
Mo_chr1	7200001	7300000	0.060
