Fa_chr1	63261045	63261068	1
Fa_chr3	55984448	55986580	1
Fa_chr4	53666661	53666794	1
Fa_chr10	41777395	41777753	1
Fa_chr16	29973119	29973132	1
Fa_chr17	29025996	29026048	1
Fa_chr18	28768055	28768080	1
Fa_chr20	25429654	25429807	1
Fa_chr21	24833624	24834025	1
Fa_chr22	24615424	24620018	1
Fa_chr24	23686423	23695930	1
Fa_chr25	22998986	22999343	1
Fa_chr26	20878183	20878299	1
Fa_chr28	18718340	18718620	1
Fa_chr29	17946891	17950017	1
Fa_chr29	17949980	17950017	1
Fa_chr32	15523102	15526631	1
Fa_chr33	15455985	15465974	1
Fa_chr33	15459175	15465950	1
Fa_chr34	15019813	15024751	1
Fa_chr35	14755815	14759892	1
Fa_chr43	4820814	4821058	1
Fa_chr45	882589	892159	1
Mo_chr3	56405970	56406013	1
Mo_chr5	44062831	44072682	1
Mo_chr9	42008213	42008542	1
Mo_chr14	34863165	34863195	1
Mo_chr16	30285377	30285719	1
Mo_chr17	33030521	33030544	1
Mo_chr20	25322129	25322289	1
Mo_chr21	24830192	24830320	1
Mo_chr22	24639514	24639875	1
Mo_chr23	24406699	24406724	1
Mo_chr24	23798756	23798923	1
Mo_chr25	23017787	23020385	1
Mo_chr26	20072294	20072612	1
Mo_chr28	18596818	18596893	1
Mo_chr29	17836463	17838939	1
Mo_chr29	17838936	17838973	1
Mo_chr34	15000933	15007383	1
Mo_chr42	4341510	4341854	1
Mo_chr43	4051000	4051093	1
