Fa_chr1	1	100000	4
Fa_chr1	100001	200000	5
Fa_chr1	200001	300000	10
Fa_chr1	300001	400000	1
Fa_chr1	400001	500000	1
Fa_chr1	500001	600000	3
Fa_chr1	600001	700000	4
Fa_chr1	700001	800000	1
Fa_chr1	900001	1000000	2
Fa_chr1	1000001	1100000	1
Fa_chr1	1100001	1200000	2
Fa_chr1	1400001	1500000	3
Fa_chr1	1500001	1600000	1
Fa_chr1	1600001	1700000	1
Fa_chr1	1700001	1800000	1
Fa_chr1	1800001	1900000	1
Fa_chr1	1900001	2000000	2
Fa_chr1	2000001	2100000	14
Fa_chr1	2100001	2200000	2
Fa_chr1	2200001	2300000	1
Fa_chr1	2300001	2400000	8
Fa_chr1	2400001	2500000	2
Fa_chr1	2500001	2600000	7
Fa_chr1	2600001	2700000	4
Fa_chr1	2700001	2800000	6
Fa_chr1	2800001	2900000	4
Fa_chr1	2900001	3000000	4
Fa_chr1	3000001	3100000	2
Fa_chr1	3100001	3200000	7
Fa_chr1	3200001	3300000	7
Fa_chr1	3300001	3400000	5
Fa_chr1	3400001	3500000	4
Fa_chr1	3500001	3600000	5
Fa_chr1	3600001	3700000	1
Fa_chr1	3700001	3800000	2
Fa_chr1	3800001	3900000	1
Fa_chr1	3900001	4000000	1
Fa_chr1	4000001	4100000	1
Fa_chr1	4100001	4200000	1
Fa_chr1	4200001	4300000	2
Fa_chr1	4300001	4400000	1
Fa_chr1	4400001	4500000	1
Fa_chr1	4500001	4600000	1
Fa_chr1	4600001	4700000	1
Fa_chr1	4700001	4800000	1
Fa_chr1	4800001	4900000	2
Fa_chr1	4900001	5000000	2
Fa_chr1	5300001	5400000	2
Fa_chr1	5400001	5500000	1
Fa_chr1	5500001	5600000	2
Fa_chr1	5600001	5700000	2
Fa_chr1	5700001	5800000	3
Fa_chr1	5800001	5900000	2
Fa_chr1	5900001	6000000	1
Fa_chr1	6000001	6100000	1
Fa_chr1	6200001	6300000	1
Fa_chr1	6300001	6400000	2
Fa_chr1	6400001	6500000	3
Fa_chr1	6500001	6600000	5
Fa_chr1	6600001	6700000	2
Fa_chr1	6700001	6800000	1
Fa_chr1	7200001	7300000	1
