Fa_000005l	57703426	12256186	12283599
Mo_000063l	22365284	20000	30000
Mo_000040l	15743511	15713511	15723511
Mo_000019l	42105181	31576432	31582208
Mo_000019l	42105181	40192473	40194627
Mo_000005l	41346577	35773450	35784797
Mo_000075l	35094293	27657847	27671712
Fa_000105l	34912115	22931074	22934956
Mo_000002l	31337794	1239397	1240829
Fa_000068l	13222058	2628317	2662629
Fa_000071l	26387512	5543271	5543295
Fa_000071l	26387512	7507400	7512925
Mo_000027l	21387928	2735968	2744363
Mo_000027l	21387928	12693712	12694266
Mo_000027l	21387928	15876958	15899937
Mo_000030l	32505630	22426811	22474209
Mo_000030l	32505630	24881669	24891739
Mo_000001l	23020388	12723697	12737299
Fa_000057l	28768085	17326988	17333821
Fa_000167l	24733265	13552825	13582778
Mo_000016l	28880900	6220275	6233762
Fa_000065l	4069318	2748207	2766322
Mo_000111l	16009366	14689040	14699954
Mo_000104l	15007386	4241478	4247664
