Fa_chr1	53077958	53236653	Mo_chr1	53788709	53947363
Fa_chr1	10941781	11054118	Mo_chr1	11603831	11716279
Fa_chr1	41318420	41421642	Mo_chr1	42020928	42124175
Fa_chr1	36254306	36344828	Mo_chr1	36950054	37040607
Fa_chr1	61811547	61900052	Mo_chr1	62800122	62888645
Fa_chr1	32127725	32216972	Mo_chr1	32816551	32905776
Fa_chr1	58964538	59056753	Mo_chr1	59953214	60045486
Fa_chr1	48058985	48149507	Mo_chr1	48774727	48865148
Fa_chr1	46206130	46288008	Mo_chr1	46921986	47003865
Fa_chr1	11332903	11417121	Mo_chr1	11995087	12079327
Fa_chr1	41674166	41757536	Mo_chr1	42376828	42460203
Fa_chr1	45492821	45576833	Mo_chr1	46208668	46292709
Fa_chr1	58182635	58264393	Mo_chr1	59175980	59257657
Fa_chr1	38365526	38445896	Mo_chr1	39059982	39140305
Fa_chr1	59213365	59291539	Mo_chr1	60202124	60280083
Fa_chr1	51230746	51302404	Mo_chr1	51948059	52019709
Fa_chr1	51910590	51983205	Mo_chr1	52622358	52694977
Fa_chr1	61624697	61690162	Mo_chr1	62613275	62678737
Fa_chr1	6191383	6265369	Mo_chr1	6840795	6914789
Fa_chr1	41063153	41126971	Mo_chr1	41765415	41829233
Fa_chr1	55742226	55807812	Mo_chr1	56735455	56801108
Fa_chr1	59801462	59873738	Mo_chr1	60790151	60862677
Fa_chr1	50695544	50763712	Mo_chr1	51414369	51482537
Fa_chr1	35805561	35869983	Mo_chr1	36501184	36565620
Fa_chr1	34320032	34386986	Mo_chr1	35015511	35082458
Fa_chr1	55617001	55680466	Mo_chr1	56610215	56673691
Fa_chr1	24114221	24182276	Mo_chr1	24795448	24863743
Fa_chr1	3620085	3681471	Mo_chr1	4271948	4333331
Fa_chr1	13506429	13568160	Mo_chr1	14171175	14232897
Fa_chr1	9402827	9467681	Mo_chr1	10052235	10116869
Fa_chr1	25800544	25868117	Mo_chr1	26498346	26565927
Fa_chr1	15147052	15213006	Mo_chr1	15821844	15887761
Fa_chr1	49344174	49407665	Mo_chr1	50059630	50123168
Fa_chr1	50632473	50694471	Mo_chr1	51351317	51413295
Fa_chr1	61971899	62032084	Mo_chr1	62960514	63020692
Fa_chr1	36033999	36096367	Mo_chr1	36729641	36792015
Fa_chr1	56899367	56964078	Mo_chr1	57892221	57956185
Fa_chr1	57295839	57359553	Mo_chr1	58288281	58352002
Fa_chr1	52377137	52437373	Mo_chr1	53087950	53148188
Fa_chr1	38811950	38871073	Mo_chr1	39514656	39573785
Fa_chr1	54622081	54681336	Mo_chr1	55331491	55390776
Fa_chr1	14183817	14243032	Mo_chr1	14848863	14908083
Fa_chr1	30421294	30479735	Mo_chr1	31119514	31177965
Fa_chr1	43667114	43729004	Mo_chr1	44382819	44444634
Fa_chr1	7705287	7764489	Mo_chr1	8354125	8413340
Fa_chr1	52087753	52144109	Mo_chr1	52798593	52854953
Fa_chr1	40776328	40837028	Mo_chr1	41478612	41539309
Fa_chr1	14506944	14566073	Mo_chr1	15173403	15232587
Fa_chr1	5389892	5448392	Mo_chr1	6039955	6098593
Fa_chr1	9271591	9327167	Mo_chr1	9920928	9976503
Fa_chr1	39412706	39467956	Mo_chr1	40115407	40170575
Fa_chr1	31295658	31352666	Mo_chr1	31993473	32050512
Fa_chr1	6392602	6450256	Mo_chr1	7042376	7099987
Fa_chr1	26799923	26855148	Mo_chr1	27498994	27554176
Fa_chr1	8446187	8498349	Mo_chr1	9095343	9147504
Fa_chr1	53506533	53560488	Mo_chr1	54217228	54271158
Fa_chr1	62118831	62172390	Mo_chr1	63107463	63160953
Fa_chr1	17713047	17765445	Mo_chr1	18383917	18436314
Fa_chr1	45577921	45633060	Mo_chr1	46293796	46349010
Fa_chr1	45848732	45902547	Mo_chr1	46564716	46618484
Fa_chr1	56254494	56305426	Mo_chr1	57247537	57298484
Fa_chr1	56407805	56461509	Mo_chr1	57400895	57454546
Fa_chr1	53601043	53653173	Mo_chr1	54310688	54362795
Fa_chr1	44339548	44395931	Mo_chr1	45054973	45111329
Fa_chr1	40719959	40773027	Mo_chr1	41422242	41475305
Fa_chr1	15231051	15284632	Mo_chr1	15905811	15959392
Fa_chr1	50543618	50594035	Mo_chr1	51262402	51312838
Fa_chr1	37189698	37241529	Mo_chr1	37885861	37937682
Fa_chr1	27326380	27376459	Mo_chr1	28024353	28074446
Fa_chr1	11427444	11477649	Mo_chr1	12089648	12139828
Fa_chr1	13041180	13089306	Mo_chr1	13705714	13753839
Fa_chr1	3524411	3575618	Mo_chr1	4176313	4227490
Fa_chr1	53670645	53721609	Mo_chr1	54380259	54431281
Fa_chr1	40300397	40353316	Mo_chr1	41002595	41055660
Fa_chr1	57463904	57517954	Mo_chr1	58456353	58510376
Fa_chr1	58699783	58756045	Mo_chr1	59693031	59744602
Fa_chr1	50066255	50115772	Mo_chr1	50779202	50828693
Fa_chr1	47916091	47967133	Mo_chr1	48631841	48682939
Fa_chr1	44780115	44829115	Mo_chr1	45495680	45544699
Fa_chr1	9650573	9700401	Mo_chr1	10299729	10349584
Fa_chr1	44027243	44076046	Mo_chr1	44742620	44791417
Fa_chr1	26171216	26221392	Mo_chr1	26869012	26919192
Fa_chr1	17469317	17516810	Mo_chr1	18139913	18187409
Fa_chr1	26882372	26930572	Mo_chr1	27581326	27629536
Fa_chr1	41256589	41301745	Mo_chr1	41958851	42004006
Fa_chr1	8181429	8228228	Mo_chr1	8830478	8877289
Fa_chr1	51484661	51534630	Mo_chr1	52201868	52251920
Fa_chr1	29416698	29465669	Mo_chr1	30115176	30164137
Fa_chr1	4620457	4668653	Mo_chr1	5272917	5321124
Fa_chr1	56530057	56577412	Mo_chr1	57523104	57570461
Fa_chr1	58766526	58816220	Mo_chr1	59755012	59804759
Fa_chr1	45211518	45257920	Mo_chr1	45927015	45973402
Fa_chr1	62519512	62565186	Mo_chr1	63540644	63586315
Fa_chr1	41922669	41967403	Mo_chr1	42625268	42669999
Fa_chr1	16410537	16456545	Mo_chr1	17084789	17130811
Fa_chr1	46840535	46884805	Mo_chr1	47556153	47600406
Fa_chr1	52295877	52341168	Mo_chr1	53006713	53051995
Fa_chr1	61428599	61477349	Mo_chr1	62417619	62466375
Fa_chr1	59513526	59563041	Mo_chr1	60502010	60551511
Fa_chr1	6549719	6597570	Mo_chr1	7199493	7247314
Fa_chr1	57125571	57173710	Mo_chr1	58117860	58166025
Fa_chr1	14394326	14438255	Mo_chr1	15060837	15104722
Fa_chr1	9769883	9816016	Mo_chr1	10419127	10465261
Fa_chr1	31204586	31250434	Mo_chr1	31902395	31948261
Fa_chr1	46885012	46928823	Mo_chr1	47600614	47644422
Fa_chr1	43265586	43309732	Mo_chr1	43981419	44025548
Fa_chr1	45150392	45194973	Mo_chr1	45865881	45910468
Fa_chr1	57971610	58015650	Mo_chr1	58964973	59009004
Fa_chr1	39045297	39090337	Mo_chr1	39748049	39793086
Fa_chr1	29980260	30025862	Mo_chr1	30678483	30724078
Fa_chr1	14835830	14880276	Mo_chr1	15502375	15546813
Fa_chr1	12857907	12901370	Mo_chr1	13520480	13563890
Fa_chr1	52500457	52543489	Mo_chr1	53211252	53254293
Fa_chr1	40119456	40163439	Mo_chr1	40822184	40865558
Fa_chr1	9079829	9123631	Mo_chr1	9729194	9773114
Fa_chr1	39174413	39218005	Mo_chr1	39877169	39920760
Fa_chr1	38712542	38756697	Mo_chr1	39407101	39459414
Fa_chr1	22423860	22465588	Mo_chr1	23102058	23143795
Fa_chr1	59563476	59608838	Mo_chr1	60551946	60597305
